Tarifa,Descripción,Cargo,Unidades,Estado,Municipio,Division,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPEMAXALCO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPEMAXALCO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPEMAXALCO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPEOJUMA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPEOJUMA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPEOJUMA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPEOJUMA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPETZINTLA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPETZINTLA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPETZINTLA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPETZINTLA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPEXCO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPEXCO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPEXCO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPEXCO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPEXI DE RODRIGUEZ,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPEXI DE RODRIGUEZ,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPEXI DE RODRIGUEZ,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPEXI DE RODRIGUEZ,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPEYAHUALCO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPEYAHUALCO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPEYAHUALCO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPEYAHUALCO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPEYAHUALCO DE CUAUHTEMOC,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPEYAHUALCO DE CUAUHTEMOC,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPEYAHUALCO DE CUAUHTEMOC,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPEYAHUALCO DE CUAUHTEMOC,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TETELA DE OCAMPO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TETELA DE OCAMPO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TETELA DE OCAMPO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TETELA DE OCAMPO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TETELA DE OCAMPO,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TETELA DE OCAMPO,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TETELA DE OCAMPO,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TETELA DE OCAMPO,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TETELES DE AVILA CASTILLO,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TETELES DE AVILA CASTILLO,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TETELES DE AVILA CASTILLO,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TETELES DE AVILA CASTILLO,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEZIUTLAN,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEZIUTLAN,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEZIUTLAN,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEZIUTLAN,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TIANGUISMANALCO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TIANGUISMANALCO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TIANGUISMANALCO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TIANGUISMANALCO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TILAPA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TILAPA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TILAPA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TILAPA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLACHICHUCA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLACHICHUCA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLACHICHUCA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLACHICHUCA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLACOTEPEC DE BENITO JUAREZ,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLACOTEPEC DE BENITO JUAREZ,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLACOTEPEC DE BENITO JUAREZ,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLACOTEPEC DE BENITO JUAREZ,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLACUILOTEPEC,GOLFO CENTRO,340.95,340.95,340.95,340.95,340.95,340.95
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLACUILOTEPEC,GOLFO CENTRO,1.497,1.509,1.509,1.548,1.579,1.535
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLACUILOTEPEC,GOLFO CENTRO,412.4,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLACUILOTEPEC,GOLFO CENTRO,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLACUILOTEPEC,GOLFO CENTRO Y ORIENTE,340.95,340.95,340.95,340.95,340.95,340.95
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLACUILOTEPEC,GOLFO CENTRO Y ORIENTE,1.497,1.509,1.509,1.548,1.579,1.535
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLACUILOTEPEC,GOLFO CENTRO Y ORIENTE,412.4,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLACUILOTEPEC,GOLFO CENTRO Y ORIENTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLAHUAPAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLAHUAPAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLAHUAPAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLAHUAPAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLALTENANGO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLALTENANGO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLALTENANGO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLALTENANGO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLANEPANTLA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLANEPANTLA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLANEPANTLA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLANEPANTLA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLAOLA,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLAOLA,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLAOLA,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLAOLA,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLAPACOYA,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLAPACOYA,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLAPACOYA,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLAPACOYA,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLAPANALA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLAPANALA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLAPANALA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLAPANALA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLATLAUQUITEPEC,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLATLAUQUITEPEC,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLATLAUQUITEPEC,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLATLAUQUITEPEC,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLATLAUQUITEPEC,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLATLAUQUITEPEC,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLATLAUQUITEPEC,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLATLAUQUITEPEC,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TLAXCO,GOLFO CENTRO,340.95,340.95,340.95,340.95,340.95,340.95
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TLAXCO,GOLFO CENTRO,1.497,1.509,1.509,1.548,1.579,1.535
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TLAXCO,GOLFO CENTRO,412.4,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TLAXCO,GOLFO CENTRO,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TOCHIMILCO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TOCHIMILCO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TOCHIMILCO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TOCHIMILCO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TOCHIMILCO,CENTRO SUR,314.31,314.31,314.31,314.31,314.31,314.31
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TOCHIMILCO,CENTRO SUR,1.386,1.397,1.397,1.433,1.461,1.421
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TOCHIMILCO,CENTRO SUR,572.21,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TOCHIMILCO,CENTRO SUR,214.7,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TOCHTEPEC,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TOCHTEPEC,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TOCHTEPEC,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TOCHTEPEC,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TOTOLTEPEC DE GUERRERO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TOTOLTEPEC DE GUERRERO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TOTOLTEPEC DE GUERRERO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TOTOLTEPEC DE GUERRERO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TULCINGO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TULCINGO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TULCINGO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TULCINGO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TUZAMAPAN DE GALEANA,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TUZAMAPAN DE GALEANA,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TUZAMAPAN DE GALEANA,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TUZAMAPAN DE GALEANA,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TZICATLACOYAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TZICATLACOYAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TZICATLACOYAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TZICATLACOYAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TZICATLACOYAN,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TZICATLACOYAN,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TZICATLACOYAN,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TZICATLACOYAN,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,VENUSTIANO CARRANZA,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,VENUSTIANO CARRANZA,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,VENUSTIANO CARRANZA,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,VENUSTIANO CARRANZA,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,VICENTE GUERRERO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,VICENTE GUERRERO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,VICENTE GUERRERO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,VICENTE GUERRERO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,XAYACATLAN DE BRAVO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,XAYACATLAN DE BRAVO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,XAYACATLAN DE BRAVO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,XAYACATLAN DE BRAVO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,XICOTEPEC,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,XICOTEPEC,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,XICOTEPEC,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,XICOTEPEC,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,XICOTLAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,XICOTLAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,XICOTLAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,XICOTLAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,XIUTETELCO,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,XIUTETELCO,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,XIUTETELCO,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,XIUTETELCO,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,XOCHIAPULCO,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,XOCHIAPULCO,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
