Tarifa,Descripción,Cargo,Unidades,Estado,Municipio,Division,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FELIPE JALAPA DE DIAZ,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FELIPE JALAPA DE DIAZ,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FELIPE JALAPA DE DIAZ,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FELIPE TEJALAPAM,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FELIPE TEJALAPAM,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FELIPE TEJALAPAM,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FELIPE TEJALAPAM,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FELIPE USILA,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FELIPE USILA,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FELIPE USILA,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FELIPE USILA,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FELIPE USILA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FELIPE USILA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FELIPE USILA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FELIPE USILA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO CAHUACUA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO CAHUACUA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO CAHUACUA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO CAHUACUA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO CAJONOS,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO CAJONOS,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO CAJONOS,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO CAJONOS,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO CHAPULAPA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO CHAPULAPA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO CHAPULAPA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO CHAPULAPA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO CHINDUA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO CHINDUA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO CHINDUA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO CHINDUA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO DEL MAR,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO DEL MAR,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO DEL MAR,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO DEL MAR,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO HUEHUETLAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO HUEHUETLAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO HUEHUETLAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO HUEHUETLAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO IXHUATAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO IXHUATAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO IXHUATAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO IXHUATAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO JALTEPETONGO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO JALTEPETONGO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO JALTEPETONGO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO JALTEPETONGO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO LACHIGOLO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO LACHIGOLO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO LACHIGOLO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO LACHIGOLO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO LOGUECHE,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO LOGUECHE,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO LOGUECHE,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO LOGUECHE,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO NUXANO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO NUXANO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO NUXANO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO NUXANO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO OZOLOTEPEC,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO OZOLOTEPEC,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO OZOLOTEPEC,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO OZOLOTEPEC,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO SOLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO SOLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO SOLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO SOLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO TELIXTLAHUACA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO TELIXTLAHUACA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO TELIXTLAHUACA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO TELIXTLAHUACA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO TEOPAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO TEOPAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO TEOPAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO TEOPAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN FRANCISCO TLAPANCINGO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN FRANCISCO TLAPANCINGO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN FRANCISCO TLAPANCINGO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN FRANCISCO TLAPANCINGO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN GABRIEL MIXTEPEC,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN GABRIEL MIXTEPEC,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN GABRIEL MIXTEPEC,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN GABRIEL MIXTEPEC,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN ILDEFONSO AMATLAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN ILDEFONSO AMATLAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN ILDEFONSO AMATLAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN ILDEFONSO AMATLAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN ILDEFONSO SOLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN ILDEFONSO SOLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN ILDEFONSO SOLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN ILDEFONSO SOLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN ILDEFONSO VILLA ALTA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN ILDEFONSO VILLA ALTA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN ILDEFONSO VILLA ALTA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN ILDEFONSO VILLA ALTA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JACINTO AMILPAS,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JACINTO AMILPAS,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JACINTO AMILPAS,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JACINTO AMILPAS,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JACINTO TLACOTEPEC,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JACINTO TLACOTEPEC,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JACINTO TLACOTEPEC,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JACINTO TLACOTEPEC,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JERONIMO COATLAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JERONIMO COATLAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JERONIMO COATLAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JERONIMO COATLAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JERONIMO SILACAYOAPILLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JERONIMO SILACAYOAPILLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JERONIMO SILACAYOAPILLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JERONIMO SILACAYOAPILLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JERONIMO SOSOLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JERONIMO SOSOLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JERONIMO SOSOLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JERONIMO SOSOLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JERONIMO TAVICHE,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JERONIMO TAVICHE,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JERONIMO TAVICHE,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JERONIMO TAVICHE,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JERONIMO TECOATL,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JERONIMO TECOATL,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JERONIMO TECOATL,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JERONIMO TECOATL,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JERONIMO TLACOCHAHUAYA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JERONIMO TLACOCHAHUAYA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JERONIMO TLACOCHAHUAYA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JERONIMO TLACOCHAHUAYA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JORGE NUCHITA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JORGE NUCHITA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JORGE NUCHITA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JORGE NUCHITA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JOSE AYUQUILA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JOSE AYUQUILA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JOSE AYUQUILA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JOSE AYUQUILA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JOSE CHILTEPEC,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JOSE CHILTEPEC,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JOSE CHILTEPEC,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JOSE CHILTEPEC,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JOSE DEL PENASCO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JOSE DEL PENASCO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JOSE DEL PENASCO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JOSE DEL PENASCO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JOSE DEL PROGRESO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JOSE DEL PROGRESO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JOSE DEL PROGRESO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JOSE DEL PROGRESO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JOSE ESTANCIA GRANDE,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JOSE ESTANCIA GRANDE,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JOSE ESTANCIA GRANDE,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JOSE ESTANCIA GRANDE,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JOSE ESTANCIA GRANDE,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JOSE ESTANCIA GRANDE,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JOSE ESTANCIA GRANDE,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JOSE ESTANCIA GRANDE,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JOSE INDEPENDENCIA,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JOSE INDEPENDENCIA,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JOSE INDEPENDENCIA,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JOSE INDEPENDENCIA,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JOSE LACHIGUIRI,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JOSE LACHIGUIRI,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
